YEAR_MONTH,FISCAL_YEAR,BRAND,BRAND_QUALITY_SIZE,SALES_CHANNEL,VOLUME_IN_L,NET_SALES,COGS
201910,2020,brand_k,,off_trade,5140.791,162729.08,36386.22
202005,2020,brand_k,,off_trade,3358.17,82513.71,23769.11
202010,2021,brand_i,,off_trade,40865.418,455233.78,187742.1
202006,2020,brand_a,,on_trade,7501.95,-981473.27,12571.72
202207,2023,brand_b,,on_trade,83845.611,874786.39,127674.54
202202,2022,brand_e,,off_trade,34184.367,379449.65,80107.64
202110,2022,brand_a,,off_trade,452059.641,1875388.84,724907.62
202201,2022,brand_a,,off_trade,296421.867,1739429.75,479994.8
202105,2021,brand_b,,on_trade,85917.483,303357.68,123595.39
202204,2022,brand_e,,off_trade,47445.579,523183.42,108356.89
202007,2021,brand_a,,on_trade,44995.788,1845.49,70507.26
201912,2020,brand_l,,off_trade,28855.8,120870.52,87223.77
202001,2020,brand_m,,off_trade,28287.882,365526.06,77598.23
202005,2020,brand_m,,off_trade,65630.358,723678.82,181447.92
202301,2023,brand_m,,off_trade,28586.367,498246.23,77387.82
202004,2020,brand_h,,off_trade,220034.925,1094237.19,274872.33
201812,2019,brand_j,,off_trade,42021,221936.12,75077.62
201903,2019,brand_j,,off_trade,18774.018,105735.19,33469.42
202004,2020,brand_f,,on_trade,-884.097,-51026.29,-818.37
202105,2021,brand_h,,on_trade,54731.673,248538.18,68686.86
202207,2023,brand_m,,off_trade,40409.649,314879.67,107655.38
202007,2021,brand_k,,on_trade,1746,40615,12643.09
202009,2021,brand_k,,on_trade,4451.328,152020.66,32232.71
202104,2021,brand_f,,off_trade,72534.339,412336.32,143948.94
202206,2022,brand_d,,off_trade,1093287.141,3870769.37,2382352.49
202207,2023,brand_d,,off_trade,552905.667,-495989.34,1179481.25
201810,2019,brand_a,,on_trade,146690.406,378518.46,258355.05
201901,2019,brand_a,,on_trade,59338.818,32329.46,101700.99
201903,2019,brand_a,,on_trade,139898.205,326539.98,245078.88
202109,2022,brand_f,,off_trade,76687.686,539169.3,148912.4
201812,2019,brand_m,,off_trade,84182.616,920557.8,232951.27
201903,2019,brand_b,,on_trade,118031.067,363663.08,174034.83
202203,2022,brand_f,,off_trade,56042.91,335173.31,101381.53
201912,2020,brand_a,,off_trade,508073.85,2202281.1,863526.04
202008,2021,brand_m,,off_trade,32609.25,447015.67,91644.03
202110,2022,brand_f,,on_trade,85207.707,420205.11,150376.1
202104,2021,brand_l,,off_trade,29897.361,214902.32,88883.81
202207,2023,brand_f,,on_trade,77279.706,1270760.29,141377.06
202212,2023,brand_f,,on_trade,61291.728,255641.72,114954.89
201902,2019,brand_e,,off_trade,48752.379,536120.02,116936.78
201906,2019,brand_b,,off_trade,157343.301,611425.56,256315.75
202002,2020,brand_a,,on_trade,117546.867,264002.66,194125
202009,2021,brand_m,,on_trade,910.719,37580.86,3790.78
202104,2021,brand_m,,on_trade,579.636,23016.38,2916.67
202006,2020,brand_f,,on_trade,3383.316,-285822.51,8640.71
202212,2023,brand_c,,on_trade,4324.5,21221.32,9438.75
202301,2023,brand_d,,off_trade,833401.917,2747196.33,1714539.32
202302,2023,brand_d,,off_trade,806889.276,2700322.38,1625813.42
202302,2023,brand_g,,on_trade,47984.166,368291.65,91448.55
202206,2022,brand_m,,off_trade,84520.377,1103883.45,220519.33
202007,2021,brand_e,,on_trade,371.421,-26855.42,1441.63
202011,2021,brand_e,,on_trade,587.52,-24417.6,2062.28
202109,2022,brand_a,,on_trade,206031.177,701495.8,355934.21
201912,2020,brand_f,,off_trade,59384.916,363023.74,106744.67
202205,2022,brand_c,,off_trade,387531,1305900.81,843229.03
202212,2023,brand_e,,off_trade,98815.68,1129923.69,203915.16
201809,2019,brand_f,,off_trade,21629.376,119874.28,39112.67
202005,2020,brand_k,,on_trade,27.486,-11635.57,194.65
202111,2022,brand_i,,on_trade,9442.161,113080.6,41145.88
202208,2023,brand_f,,on_trade,69139.17,-437864.95,126566.86
201810,2019,brand_e,,off_trade,67818.852,647834.91,153166.31
201808,2019,brand_g,,off_trade,166861.323,1276121.26,322342.16
202205,2022,brand_j,,off_trade,26821.152,216019.99,47879.05
201812,2019,brand_e,,off_trade,133379.217,1359987.23,296804.07
201906,2019,brand_e,,on_trade,2288.691,-49050.1,6307.43
202108,2022,brand_g,,on_trade,35911.746,251948.55,70246.82
202010,2021,brand_k,,off_trade,7888.167,212833.88,57119.98
202102,2021,brand_k,,off_trade,870.597,24700.03,6304.17
201811,2019,brand_d,,on_trade,27773.406,58992.42,55940.73
202008,2021,brand_b,,off_trade,154820.826,676775.94,223131.14
202010,2021,brand_b,,off_trade,157359.303,676237.08,226292.65
202001,2020,brand_i,,on_trade,2121.012,27288.19,10430.32
202002,2020,brand_i,,on_trade,3754.836,50877.74,17499.89
201807,2019,brand_c,,off_trade,513961.074,1562448.4,1005197.02
202106,2021,brand_k,,off_trade,3537.603,137459.38,25616.42
202202,2022,brand_c,,on_trade,2754,13327.21,5997.81
202009,2021,brand_b,,off_trade,189399.402,567925.69,276947.63
201807,2019,brand_d,,on_trade,11730.06,611.01,23935.64
202005,2020,brand_l,,on_trade,333.207,5552.37,1007.19
202102,2021,brand_j,,on_trade,382.203,53942.24,763.69
202007,2021,brand_d,,off_trade,1083020.166,3513629.16,2386848.19
202201,2022,brand_j,,on_trade,24414.588,228121.25,43582.91
201807,2019,brand_c,,on_trade,16187.31,60290.12,31674.04
202204,2022,brand_l,,on_trade,5387.985,65410.55,16827.29
202209,2023,brand_j,,on_trade,27375.579,263388.77,39492.71
202101,2021,brand_a,,on_trade,553.203,-37826.06,1022.09
201912,2020,brand_f,,on_trade,50744.142,274991.28,92440.24
202109,2022,brand_a,,off_trade,437227.758,1968390.73,716421.49
202302,2023,brand_a,,on_trade,190909.647,662135.07,313956.6
201809,2019,brand_a,,off_trade,279227.529,1176382.3,461001.15
201908,2020,brand_a,,off_trade,327364.623,1073259.93,504729.1
202003,2020,brand_a,,off_trade,391856.967,1386401.53,588680.25
202301,2023,brand_e,,on_trade,1463.103,-38055.66,6435.64
201808,2019,brand_b,,on_trade,93601.818,197009.04,138007.86
201902,2019,brand_b,,on_trade,79512.255,299254.18,119088.63
201902,2019,brand_g,,off_trade,248163.291,1667094.59,478123.82
202008,2021,brand_k,,off_trade,1708.794,54876.96,12373.69
201808,2019,brand_e,,off_trade,56417.076,590244.61,126342.49
201809,2019,brand_b,,on_trade,76341.564,265499.38,114075.73
202002,2020,brand_d,,on_trade,17067.24,64979.13,33084.2
202108,2022,brand_i,,off_trade,29569.149,265184.54,132350.21
202104,2021,brand_j,,off_trade,40156.173,192135.02,79736.4
202211,2023,brand_d,,off_trade,1632176.928,5391358.22,3309695.73
201903,2019,brand_e,,off_trade,78590.322,868697.38,171955.46
202209,2023,brand_h,,off_trade,222109.992,1268073.18,307557.56
202002,2020,brand_b,,off_trade,98131.68,280470.23,148318.07
202006,2020,brand_b,,off_trade,225491.706,512427.18,332939.08
202206,2022,brand_b,,on_trade,91178.946,303353.76,122790.64
202212,2023,brand_i,,off_trade,34460.973,307997.58,157587.73
202302,2023,brand_i,,off_trade,11967.894,106514.37,56111
202010,2021,brand_f,,on_trade,15828.894,-95716.99,31121.74
201909,2020,brand_c,,off_trade,1103931.405,3202276.57,2152941.92
202210,2023,brand_f,,on_trade,58675.203,333918.31,112652.26
201809,2019,brand_h,,off_trade,139821.534,723330.98,153543.18
202211,2023,brand_l,,on_trade,4899.006,50835.21,16218.43
202302,2023,brand_l,,on_trade,3893.409,41569.76,12889.34
202201,2022,brand_f,,on_trade,17778.402,44779.68,31919.91
201907,2020,brand_a,,on_trade,121691.331,305042.85,197443.43
202206,2022,brand_m,,on_trade,1494.909,27199.51,4704.86
201904,2019,brand_f,,off_trade,29285.352,197240.48,55467.44
202101,2021,brand_h,,off_trade,93591.477,401826.48,123269.89
201809,2019,brand_l,,off_trade,11117.412,104462.57,32411.6
202104,2021,brand_b,,off_trade,173519.253,547890.12,250456.47
201911,2020,brand_i,,on_trade,5711.994,76467.72,27672.54
201909,2020,brand_h,,off_trade,130382.919,671154.14,161336.13
201910,2020,brand_b,,on_trade,115186.095,358743.79,163063.32
202110,2022,brand_g,,on_trade,48930.354,322350.75,97058.63
202106,2021,brand_i,,on_trade,13771.161,253518.75,62907.54
202111,2022,brand_b,,on_trade,107165.322,265548.24,140881.72
201912,2020,brand_m,,on_trade,1609.578,43800.93,6211.4
202202,2022,brand_m,,off_trade,23647.815,418374.12,64490.38
202206,2022,brand_e,,off_trade,61985.304,618502.62,146330.44
201909,2020,brand_d,,off_trade,853995.501,2724866.73,1825561.5
201901,2019,brand_h,,off_trade,66557.403,422278.42,85806.28
201910,2020,brand_g,,on_trade,48902.139,370649.84,86246.33
202112,2022,brand_b,,off_trade,101707.092,354537.8,142421.73
202204,2022,brand_f,,on_trade,79119.558,424110.64,141540.59
201810,2019,brand_f,,off_trade,45535.491,281642.75,82935.17
202206,2022,brand_d,,on_trade,6705,13796.62,13109.16
201808,2019,brand_l,,off_trade,40592.943,350672.79,118344.52
202105,2021,brand_i,,off_trade,27123.66,246329.84,124940.42
202106,2021,brand_i,,off_trade,60797.079,576412.06,279607.76
202111,2022,brand_c,,on_trade,5670,26821.38,12348.37
202011,2021,brand_m,,off_trade,128569.968,1591938.89,354325.13
202101,2021,brand_b,,on_trade,29.403,-57803.31,52.63
202206,2022,brand_l,,off_trade,21016.782,102073.61,65637.82
202202,2022,brand_f,,on_trade,52975.017,336507.43,94336.14
202105,2021,brand_b,,off_trade,132234.489,405109.05,191413.85
201908,2020,brand_h,,off_trade,152228.025,758523.34,190079.09
202205,2022,brand_f,,off_trade,64632.501,433128.34,125128.64
202206,2022,brand_l,,on_trade,5926.212,51713.04,18508.17
202107,2022,brand_i,,on_trade,11683.836,159946.07,49419.05
202201,2022,brand_i,,on_trade,3703.212,47807.75,15797.77
202302,2023,brand_j,,on_trade,43663.221,418641.32,62989.64
202010,2021,brand_i,,on_trade,880.803,6463.36,4043.96
201911,2020,brand_i,,off_trade,33508.233,358343.24,158952.21
201908,2020,brand_i,,off_trade,19975.203,241560.64,106377.46
202207,2023,brand_m,,on_trade,785.403,20579.3,2250.2
201909,2020,brand_c,,on_trade,18927,64487.2,35546.21
201912,2020,brand_c,,on_trade,28284.3,142321.49,54105.5
201812,2019,brand_j,,on_trade,18912.591,191757.97,33805.99
201908,2020,brand_l,,on_trade,4111.2,44494.65,12427.17
202001,2020,brand_l,,on_trade,1642.212,4230.16,4964.04
201810,2019,brand_k,,off_trade,5339.394,198863.71,38900.72
201906,2019,brand_k,,off_trade,3496.212,116051.11,25471.9
202209,2023,brand_j,,off_trade,40748.391,272503.19,58784.65
202011,2021,brand_l,,on_trade,907.92,14306.8,2699.19
202104,2021,brand_l,,on_trade,2324.475,24888.03,6910.48
202004,2020,brand_j,,off_trade,39467.367,232987.57,69658.42
201912,2020,brand_k,,on_trade,9154.206,316190.58,64792.87
202105,2021,brand_l,,off_trade,25634.394,196927.1,76210.07
202103,2021,brand_l,,off_trade,18082.764,161839.08,53759.46
202009,2021,brand_a,,on_trade,118540.539,111250.63,202680.63
202106,2021,brand_a,,on_trade,158797.44,-36386.55,259565.16
202202,2022,brand_a,,on_trade,151902.468,601447.42,245525.16
202005,2020,brand_f,,on_trade,-482.004,-53443.92,481.15
202004,2020,brand_a,,off_trade,377172.117,1538959.28,589836.38
202212,2023,brand_a,,off_trade,577137.015,2769430.38,926392.43
202109,2022,brand_g,,on_trade,38424.942,290239.23,75203.45
202204,2022,brand_g,,on_trade,33575.094,217203.75,65643.6
202206,2022,brand_c,,off_trade,155340,686631.12,346715.14
202111,2022,brand_i,,off_trade,47294.685,533723.18,212787.47
202004,2020,brand_a,,on_trade,-7582.77,-345086.06,-11935.32
202210,2023,brand_d,,off_trade,1370081.664,4914934.37,2900475.25
202212,2023,brand_d,,off_trade,839140.29,2912234.54,1756744.15
202011,2021,brand_g,,on_trade,5022.036,50664.64,11188.26
202105,2021,brand_g,,on_trade,27197.622,251414.9,50645.47
202109,2022,brand_c,,off_trade,718896.294,2285456.27,1608189.61
202208,2023,brand_h,,off_trade,263874.96,2029822.48,362631.17
202211,2023,brand_h,,off_trade,372793.32,2264762.98,510498.6
201908,2020,brand_m,,on_trade,1161.315,31786.69,5112.42
202001,2020,brand_m,,on_trade,889.047,31899.94,4243.11
202207,2023,brand_c,,off_trade,58810.5,-577809.01,132721.08
201809,2019,brand_g,,on_trade,33111.612,251529.21,64374.11
201811,2019,brand_g,,on_trade,76319.055,593123.76,147725.45
202203,2022,brand_h,,on_trade,63361.764,384992.43,80034.21
202111,2022,brand_e,,off_trade,75600.171,817040.02,179917.93
202110,2022,brand_m,,off_trade,63014.913,513812.27,165022.73
201812,2019,brand_d,,off_trade,619488.207,2069386.7,1371381.2
202208,2023,brand_e,,on_trade,1013.346,-877.08,4780.47
201912,2020,brand_g,,on_trade,64407.609,489161.89,113149.29
202108,2022,brand_c,,off_trade,177339.132,652967.56,405717.15
201906,2019,brand_f,,on_trade,51614.199,134127.43,96924.1
202212,2023,brand_h,,on_trade,63266.355,453655.61,85788.37
202206,2022,brand_c,,on_trade,1638,1845.62,3567.33
201808,2019,brand_e,,on_trade,2283.318,-13532.5,5833.25
201903,2019,brand_e,,on_trade,3599.397,-8145.52,10798.76
202103,2021,brand_m,,off_trade,34941.267,446549.69,94916.1
201910,2020,brand_l,,off_trade,39737.997,373392.47,120117.88
201910,2020,brand_h,,off_trade,235083.438,1092013.55,292715.37
202210,2023,brand_g,,on_trade,47183.4,357191.63,90606.87
201810,2019,brand_j,,off_trade,32919.597,202002,58741.03
202002,2020,brand_f,,on_trade,39915.081,150192.39,72057.24
202001,2020,brand_i,,off_trade,7152.615,92966.67,36687.1
202002,2020,brand_i,,off_trade,6963.327,62746.27,32453.72
202204,2022,brand_l,,off_trade,7778.421,41091.73,24292.82
202110,2022,brand_h,,on_trade,54764.379,252156.62,69170.08
202211,2023,brand_f,,on_trade,65956.095,630506.17,125244.43
202107,2022,brand_c,,off_trade,177893.307,653942.14,398778.66
202108,2022,brand_g,,off_trade,266911.479,1965378.77,531861.91
202007,2021,brand_h,,off_trade,291845.763,1412589.09,381392.39
202201,2022,brand_f,,off_trade,51033.393,334187.47,103443.89
202302,2023,brand_f,,off_trade,34649.937,196880.82,64928.23
202006,2020,brand_i,,on_trade,847.809,-90333.97,3951.3
202301,2023,brand_l,,off_trade,5871.627,15722.83,19438.26
202102,2021,brand_e,,on_trade,466.623,-25999.56,2485.22
202103,2021,brand_b,,on_trade,3286.188,-78625.1,4590.74
201812,2019,brand_c,,off_trade,553690.449,1718392.64,1085419.68
201903,2019,brand_c,,on_trade,20767.5,78359.03,39901.6
201909,2020,brand_g,,on_trade,31323.924,241995.69,55159.05
202008,2021,brand_g,,off_trade,172987.047,1455598.02,325589.3
201909,2020,brand_h,,on_trade,43623.576,266404.86,52666.78
202012,2021,brand_d,,off_trade,1780560.783,5809603.96,3985752.08
202102,2021,brand_d,,off_trade,1104970.626,3461402.87,2244301.68
202103,2021,brand_d,,off_trade,1789205.4,5758001.76,3976767.1
202009,2021,brand_m,,off_trade,56497.743,634208.25,155426.32
202108,2022,brand_c,,on_trade,5562,18661.76,12113.17
202001,2020,brand_e,,off_trade,71660.295,767036.47,159767.71
202103,2021,brand_c,,off_trade,444562.416,1361598.61,852372.75
202102,2021,brand_i,,on_trade,179.604,-3264,816.59
202201,2022,brand_m,,on_trade,497.691,11369.02,2505.15
202009,2021,brand_i,,on_trade,7927.227,103752.73,36134.1
201911,2020,brand_k,,off_trade,6439.185,215504.83,45576.24
202007,2021,brand_h,,on_trade,20966.715,104458.76,26273.91
202009,2021,brand_h,,on_trade,32873.688,169979.26,41208.7
201808,2019,brand_j,,on_trade,14611.815,123816.46,26055.33
201903,2019,brand_j,,on_trade,21336.03,210281.46,38044.55
202210,2023,brand_c,,on_trade,2133,8274.45,4655.53
202302,2023,brand_c,,on_trade,2268,8426.51,4950.18
202011,2021,brand_l,,off_trade,58232.934,424466.42,173124.38
202208,2023,brand_j,,off_trade,48400.722,430212.78,69824.19
202012,2021,brand_l,,off_trade,32827.194,270321.62,97594.01
202102,2021,brand_c,,on_trade,0,1242,0
202104,2021,brand_c,,on_trade,4914,1833.23,8994.15
202102,2021,brand_i,,off_trade,30580.182,244037.29,142759.14
202002,2020,brand_g,,on_trade,44474.679,336614.56,78132.4
201901,2019,brand_d,,off_trade,639159.138,2118893.2,1425151.04
201906,2019,brand_d,,off_trade,589690.287,1933922.63,1247925.2
202007,2021,brand_b,,on_trade,26690.445,32596.97,38083.79
202201,2022,brand_e,,off_trade,51102.855,647969.35,115154.41
202005,2020,brand_g,,on_trade,-2718.297,-26830.55,-3742.61
202008,2021,brand_b,,on_trade,68927.715,222613.08,97826.32
202009,2021,brand_b,,on_trade,64415.997,143305.32,91557.26
202205,2022,brand_e,,off_trade,68680.728,739581.17,157100.3
202011,2021,brand_a,,on_trade,18623.799,151356.99,31463.49
202302,2023,brand_m,,off_trade,24710.697,369914.03,66510.26
202212,2023,brand_a,,on_trade,198928.638,633083.69,315319.68
202009,2021,brand_j,,off_trade,30664.161,184305.03,60880.22
202201,2022,brand_b,,off_trade,67964.877,228219.83,94940.75
202206,2022,brand_b,,off_trade,86082.498,289588.93,121606.64
201904,2019,brand_k,,on_trade,7899.021,277053.34,57548.98
201810,2019,brand_a,,off_trade,303243.012,1232546.25,537670.37
201903,2019,brand_a,,off_trade,292833.189,1233562.49,441716.55
201811,2019,brand_h,,off_trade,279579.699,1444098.42,360383.64
202010,2021,brand_g,,on_trade,10214.154,39954.16,20253.75
201903,2019,brand_g,,on_trade,47347.191,307226.85,91335.02
202101,2021,brand_m,,on_trade,429.885,20778.43,3687.03
202102,2021,brand_g,,off_trade,409878.18,3189329.6,769522.1
202209,2023,brand_a,,on_trade,166254.66,593744.5,277390.42
202002,2020,brand_l,,off_trade,8299.197,45522.68,25086.42
202011,2021,brand_g,,off_trade,440285.544,3397812.59,829785.87
202103,2021,brand_h,,on_trade,1591.218,-16501.96,1997.12
202010,2021,brand_k,,on_trade,2661.408,82454.55,19271.68
202009,2021,brand_f,,off_trade,53318.952,297818.51,104216.23
202109,2022,brand_d,,off_trade,977923.656,3002705.26,2079334.25
202202,2022,brand_d,,off_trade,1185759.972,3812071.49,2591738.41
202009,2021,brand_e,,on_trade,939.321,-17540.13,2746.09
201906,2019,brand_b,,on_trade,110874.186,198366.27,166094.82
201912,2020,brand_d,,off_trade,957621.708,2824587.36,1969241.57
202202,2022,brand_f,,off_trade,32552.1,223002.79,61051.62
201908,2020,brand_h,,on_trade,47452.14,251719.57,57325.31
201906,2019,brand_h,,on_trade,39009.609,226225.66,50292.36
202205,2022,brand_b,,on_trade,104498.982,272480.66,140199.91
202101,2021,brand_m,,off_trade,48154.176,478429.84,132700.43
202210,2023,brand_m,,on_trade,2058.057,36776.46,5509.29
202212,2023,brand_m,,on_trade,1442.727,38642.28,6109.24
202209,2023,brand_h,,on_trade,69375.222,432571.86,94135.23
202212,2023,brand_i,,on_trade,8044.776,70645.15,35651.33
202206,2022,brand_f,,on_trade,64925.397,602128.52,117609
202211,2023,brand_e,,off_trade,67477.68,913018.54,139955.01
202107,2022,brand_b,,on_trade,76018.149,212499.91,103912.98
202105,2021,brand_h,,off_trade,294969.042,1456707.17,392637
202202,2022,brand_e,,on_trade,2020.815,24942.86,6220.24
202102,2021,brand_c,,off_trade,274201.749,834371.54,518639.16
202106,2021,brand_c,,off_trade,330369.741,550212.36,631591.81
201808,2019,brand_b,,off_trade,92525.796,206023.67,215202.03
202101,2021,brand_f,,on_trade,282.087,69287.79,944.44
202001,2020,brand_l,,off_trade,8983.836,80851.5,27155.77
202111,2022,brand_b,,off_trade,157349.88,554096.93,219348.93
202204,2022,brand_b,,off_trade,69666.525,228785.9,97568.16
201910,2020,brand_b,,off_trade,154370.286,582613.55,227668.87
202108,2022,brand_d,,off_trade,938483.586,2316956.64,1911297.63
202207,2023,brand_c,,on_trade,2254.5,9622.02,4920.73
201807,2019,brand_a,,on_trade,110632.167,384782.34,187465.14
202006,2020,brand_g,,off_trade,224042.517,1390736.9,402321.35
202002,2020,brand_h,,on_trade,36799.812,200371.79,44451.2
201904,2019,brand_b,,on_trade,121549.473,341916.54,183508.93
202001,2020,brand_d,,off_trade,540622.692,1696320,1144401.22
202010,2021,brand_e,,on_trade,616.176,-2671.84,2007.94
201905,2019,brand_h,,on_trade,52548.291,268440.24,67740.65
201908,2020,brand_d,,on_trade,15991.74,48985.34,30883.01
201904,2019,brand_l,,off_trade,23603.976,203099.07,68814.93
202208,2023,brand_i,,on_trade,11095.839,123599.3,49305.11
202211,2023,brand_i,,on_trade,8083.782,83307.7,35716.68
202210,2023,brand_e,,off_trade,87452.613,984834.4,184078.78
202302,2023,brand_c,,off_trade,282843,888729.29,575954.14
201909,2020,brand_j,,off_trade,20785.77,115743.51,36745.72
202008,2021,brand_d,,on_trade,10528.659,40593.62,21938.69
202101,2021,brand_d,,on_trade,0,-1425.66,0
202112,2022,brand_i,,on_trade,7675.146,83422.96,32779.07
202004,2020,brand_e,,off_trade,54663.561,550925.45,122484.68
202107,2022,brand_k,,on_trade,5202.207,-32874.43,36987.63
201807,2019,brand_e,,off_trade,94236.03,1023583.01,207496.43
201901,2019,brand_e,,off_trade,45609.237,580463.11,103386.52
201904,2019,brand_e,,on_trade,1409.211,124376.98,4159.11
202203,2022,brand_k,,on_trade,6576.003,230690.05,46755.35
201807,2019,brand_l,,off_trade,20485.188,131014.6,59722.41
202208,2023,brand_b,,off_trade,105619.041,567423.33,164018.56
201907,2020,brand_g,,off_trade,157822.065,1226076.77,277958.27
202007,2021,brand_l,,off_trade,40013.361,307627.68,118958.25
202008,2021,brand_m,,on_trade,472.545,13064.81,2020.8
201812,2019,brand_b,,off_trade,74382.156,145967.32,138698.91
201909,2020,brand_e,,on_trade,1924.317,-6266.29,6266.67
202011,2021,brand_k,,off_trade,6604.785,187396.31,47826.63
202107,2022,brand_l,,off_trade,21083.976,168390.77,65847.68
201901,2019,brand_d,,on_trade,15145.56,21940.91,30708.39
201902,2019,brand_c,,off_trade,544744.44,1554225.05,1055523.35
202211,2023,brand_k,,on_trade,5962.761,187359.61,41864.56
201912,2020,brand_i,,off_trade,27512.955,302095.52,127472.4
202111,2022,brand_d,,on_trade,15705,37890.77,29939.73
202203,2022,brand_d,,on_trade,23881.5,84105.67,45830.57
201904,2019,brand_j,,on_trade,18198.594,143345.82,32448.83
202212,2023,brand_j,,off_trade,121436.244,753261.18,175187.1
201811,2019,brand_l,,on_trade,8013.78,107484.34,23363.23
201904,2019,brand_l,,on_trade,4953.654,46704.74,14441.74
202111,2022,brand_j,,on_trade,35162.361,303380.28,62769.11
202007,2021,brand_c,,on_trade,9940.5,41792.12,18250.64
202010,2021,brand_c,,on_trade,11199.06,32900.04,21039.85
